transaction_id,customer_id,date,amount_usd,country,merchant,channel
T00465,C0176,2024-12-24,6549.44,us,ebay,wire
T00466,C0074,2025-02-03,939.59,us,walmart,online
T00467,C0250,2024.09.28,672.94,us,luxury retailer,wire
T00468,C0325,2024-12-18,4059.01,us,bestbuy,online
T00469,C0390,2024-08-14,506.16,canada,ebay,online
T00470,C0251,2025-04-17,6605.74,canada,walmart,online
T00471,C0315,2025-05-24,24.46,us,bestbuy,wire
T00472,C0495,2025-03-16,7005.05,us,amazon,in-person
T00473,C0103,2025-04-23,88.24,canada,luxury retailer,wire
T00474,C0388,2024-10-10,4435.44,russia,amazon,in-person
T00475,C0003,2024-10-29,150029.0,mexico,amazon,in-person
T00476,C0450,2025/06/10,9913.66,us,amazon,wire
T00477,C0258,2024-07-18,153.32,uk,amazon,online
T00478,C0153,2024-12-27,1614.22,brazil,not recorded,in-person
T00479,C0306,2024-10-16,6967.15,uk,bestbuy,in-person
T00480,C0069,2024-11-18,1480.89,us,crypto exchange,wire
T00481,C0385,2025-06-05,1985.26,us,crypto exchange,wire
T00482,C0010,2025-05-19,2379.8,us,walmart,online
T00483,C0109,2024-08-08,1212.26,canada,ebay,online
T00484,C0064,2024-12-23,1975.35,us,ebay,online
T00485,C0193,2025-06-07,1755.65,china,amazon,in-person
T00486,C0320,2024-08-20,4628.47,us,luxury retailer,in-person
T00487,C0056,2025-05-03,93.02,mexico,amazon,in-person
T00488,C0060,2025-05-17,659.69,us,bestbuy,in-person
T00489,C0130,2024-10-06,6007.99,us,amazon,in-person
T00490,C0352,2024-09-25,4419.35,mexico,bestbuy,in-person
T00491,C0052,2025/05/16,1216.35,mexico,amazon,in-person
T00492,C0359,2025-04-18,1935.87,us,walmart,online
T00493,C0262,2025-02-19,649.75,canada,amazon,online
T00494,C0402,2025-03-30,416.81,us,amazon,online
T00495,C0399,2024-11-19,1246.12,us,not recorded,online
T00496,C0184,2025-06-05,871.91,canada,not recorded,online
T00497,C0281,2025-04-08,1752.49,us,amazon,wire
T00498,C0170,2025-02-28,161.84,us,amazon,online
T00499,C0465,2025-03-08,7329.92,us,ebay,wire
T00500,C0077,2024-12-19,8567.73,brazil,walmart,online
T00501,C0371,2024-09-08,2395.73,canada,crypto exchange,in-person
T00502,C0119,2025-03-02,1536.16,us,luxury retailer,wire
T00503,C0238,2024-08-29,740.76,us,not recorded,online
T00504,C0437,2025-05-06,3361.81,us,walmart,wire
T00505,C0219,2024-09-24,2308.66,canada,amazon,online
T00506,C0005,2025-05-17,354.95,china,ebay,online
T00507,C0169,2024-09-24,4836.6,us,bestbuy,in-person
T00508,C0138,2025-05-14,3457.99,china,amazon,wire
T00509,C0094,2024-07-29,5983.48,us,bestbuy,wire
T00510,C0140,2025-02-12,2587.21,russia,ebay,wire
T00511,C0410,2024-11-19,1900.81,us,unknown vendor,online
T00512,C0058,2025-01-28,1083.41,us,walmart,online
T00513,C0054,2024-10-23,5398.04,us,ebay,in-person
T00514,C0348,2025-02-22,4020.78,us,ebay,wire
T00515,C0314,2025-01-31,92.55,us,ebay,in-person
T00516,C0499,2024-09-09,53.44,china,bestbuy,wire
T00517,C0058,2024-11-08,944.7,china,bestbuy,online
T00518,C0134,2025-04-05,3327.3,mexico,amazon,in-person
T00519,C0269,2024-10-27,8728.55,canada,ebay,in-person
T00520,C0115,2024-10-26,326.02,germany,ebay,wire
T00521,C0266,2025-02-13,1803.45,uk,walmart,online
T00522,C0222,2024-10-17,958.95,mexico,amazon,wire
T00523,C0340,2025-06-04,7007.42,mexico,bestbuy,in-person
T00524,C0457,2025-01-21,3691.83,germany,amazon,in-person
T00525,C0479,2025-06-20,3644.38,us,walmart,wire
T00526,C0446,2025-03-26,1264.83,us,walmart,wire
T00527,C0124,2025-05-18,1071.67,us,amazon,in-person
T00528,C0115,2024-08-11,638.78,uk,bestbuy,online
T00529,C0041,2024-08-27,116.05,us,walmart,wire
T00530,C0046,2025-04-23,4000.85,china,bestbuy,online
T00531,C0255,2025-05-07,3352.23,canada,amazon,not recorded
T00532,C0212,2024-12-12,16344.89,us,ebay,online
T00533,C0406,2025-06-27,11389.75,mexico,ebay,wire
T00534,C0456,2024-07-29,1621.3,uk,amazon,in-person
T00535,C0234,2024-10-21,2930.57,germany,bestbuy,online
T00536,C0419,2025-06-07,5792.34,us,bestbuy,in-person
T00537,C0393,2025-03-17,3789.54,mexico,bestbuy,in-person
T00538,C0187,2024-08-24,568.3,canada,amazon,in-person
T00539,C0114,2025-04-04,1197.65,us,not recorded,in-person
T00540,C0494,2025-06-07,276.59,canada,ebay,wire
T00541,C0360,2024-08-26,6160.45,us,unknown vendor,wire
T00542,C0072,2024-10-10,1863.7,russia,walmart,wire
T00543,C0055,2024-08-31,519.21,us,amazon,online
T00544,C0477,2025-04-08,2227.66,china,amazon,online
T00545,C0367,2024-11-08,1925.34,us,walmart,online
T00546,C0475,2025-05-23,886.84,mexico,ebay,online
T00547,C0396,2024-10-10,241.08,china,bestbuy,in-person
T00548,C0490,2025-04-27,2226.88,uk,luxury retailer,not recorded
T00549,C0272,2025-05-29,1469.22,canada,ebay,wire
T00550,C0430,2025-03-25,2959.61,uk,crypto exchange,online
T00551,C0355,2024-12-05,1468.62,uk,walmart,online
T00552,C0054,2025-01-12,3823.54,us,ebay,wire
T00553,C0259,2024-08-30,160551.0,china,bestbuy,in-person
T00554,C0469,2025-02-15,1646.23,mexico,amazon,wire
T00555,C0494,2025-03-08,4185.52,us,amazon,online
T00556,C0071,2024-10-18,1033.29,us,not recorded,in-person
T00557,C0263,2025-03-06,287.78,us,walmart,wire
T00558,C0365,2024-12-13,58.41,canada,ebay,online
T00559,C0103,2024-11-28,2814.11,us,walmart,in-person
T00560,C0177,2024-12-28,1936.8,brazil,amazon,in-person
T00561,C0333,2024-08-04,2435.33,germany,amazon,in-person
T00562,C0356,2025-03-09,478.96,mexico,walmart,wire
T00563,C0288,2025-05-10,293.23,us,ebay,in-person
T00564,C0364,2025.06.12,29.3,us,walmart,in-person
T00565,C0147,2025-04-30,863.37,china,bestbuy,online
T00566,C0268,2024-08-11,1782.79,us,bestbuy,online
T00567,C0344,2024-12-09,995.96,us,amazon,online
T00568,C0147,2025-01-22,1150.64,mexico,amazon,online
T00569,C0354,2025-04-23,4690.12,canada,amazon,in-person
T00570,C0017,2024-10-22,856.21,us,bestbuy,in-person
T00571,C0445,2025-04-01,1443.05,mexico,ebay,online
T00572,C0381,2025-07-04,3061.74,mexico,bestbuy,in-person
T00573,C0402,2025-06-11,1010.16,canada,ebay,in-person
T00574,C0341,2024-11-26,1946.18,us,bestbuy,wire
T00575,C0490,2024-12-29,3966.28,canada,ebay,in-person
T00576,C0028,2025-01-11,5972.38,us,amazon,in-person
T00577,C0445,2024-11-10,318.16,canada,unknown vendor,online
T00578,C0467,2025-02-17,5223.33,mexico,walmart,wire
T00579,C0387,2024-07-06,1355.01,uk,walmart,online
T00580,C0398,2025-06-08,597.47,canada,amazon,wire
T00581,C0091,2025-05-02,1229.17,germany,amazon,online
T00582,C0377,2025-05-31,7827.31,uk,bestbuy,wire
T00583,C0143,2025-04-16,1356.98,uk,amazon,in-person
T00584,C0434,2024-08-11,797.23,us,bestbuy,in-person
T00585,C0480,2025-04-15,2006.97,us,amazon,not recorded
T00586,C0306,2024-12-31,549.26,us,crypto exchange,in-person
T00587,C0432,2025-03-09,157.79,mexico,bestbuy,in-person
T00588,C0282,2025-03-20,275.95,us,walmart,wire
T00589,C0270,2025-04-02,274.04,us,amazon,online
T00590,C0403,2024-11-22,329.52,uk,bestbuy,in-person
T00591,C0207,2025-06-01,298.92,us,amazon,online
T00592,C0340,2024-07-30,2048.17,us,bestbuy,online
T00593,C0487,2025-05-11,401.49,canada,ebay,in-person
T00594,C0422,2025-01-29,848.28,canada,ebay,online
T00595,C0343,2024-12-07,4541.95,us,amazon,in-person
T00596,C0315,2024-09-28,1284.76,brazil,amazon,online
T00597,C0350,2024-12-19,2202.58,china,bestbuy,online
T00598,C0198,2025-05-22,378.26,us,walmart,online
T00599,C0467,2024-09-26,427.1,uk,walmart,in-person
T00600,C0412,2025-01-14,83.45,uk,bestbuy,not recorded
T00601,C0460,2024-10-18,370.09,mexico,bestbuy,online
T00602,C0486,2024-11-08,653.1,us,luxury retailer,in-person
T00603,C0274,2025-05-23,389.62,us,amazon,in-person
T00604,C0323,2024-10-24,185.77,canada,unknown vendor,wire
T00605,C0428,2024-11-14,257.11,us,ebay,in-person
T00606,C0450,2025-02-03,1235.26,germany,walmart,in-person
T00607,C0419,2025-02-15,462.18,brazil,walmart,online
T00608,C0013,2024-08-25,905.96,us,bestbuy,online
T00609,C0038,2025-02-10,1400.01,us,walmart,in-person
T00610,C0037,2025-06-02,2344.91,uk,amazon,wire
T00611,C0209,2025-01-10,80.21,us,ebay,wire
T00612,C0162,2025-05-08,3212.99,us,ebay,in-person
T00613,C0004,2024/11/16,1977.19,mexico,ebay,in-person
T00614,C0300,2025-06-18,170.59,us,walmart,wire
T00615,C0476,2025-03-28,4136.27,uk,amazon,in-person
T00616,C0155,2025-04-28,5073.39,mexico,amazon,wire
T00617,C0196,2024-07-24,126.05,us,ebay,wire
T00618,C0081,2024-07-23,648.35,uk,amazon,wire
T00619,C0408,2024/08/13,3281.87,canada,ebay,in-person
T00620,C0074,2025-03-06,2758.71,us,unknown vendor,in-person
T00621,C0332,2025-05-06,407.96,us,crypto exchange,in-person
T00622,C0448,2025-05-26,469.8,uk,amazon,online
T00623,C0294,2024-12-31,925.57,uk,ebay,online
T00624,C0157,2024-07-12,1325.33,us,walmart,in-person
T00625,C0177,2024-08-23,1926.0,us,crypto exchange,in-person
T00626,C0073,2025-07-01,920.63,us,amazon,wire
T00627,C0100,2025-06-04,1241.78,us,ebay,in-person
T00628,C0437,2024-09-05,2752.46,us,walmart,in-person
T00629,C0237,2024-12-24,74.75,mexico,amazon,in-person
T00630,C0035,2024-12-30,581.87,us,amazon,in-person
T00631,C0250,2024-07-06,2498.98,germany,bestbuy,in-person
T00632,C0336,2024-12-19,4511.53,us,amazon,online
T00633,C0461,2024-09-22,1433.56,us,bestbuy,wire
T00634,C0316,2025-03-30,1519.06,mexico,ebay,online
T00635,C0290,2025-06-24,226.72,uk,walmart,wire
T00636,C0087,2024-08-26,1186.29,us,amazon,online
T00637,C0365,2025-06-13,1521.21,canada,bestbuy,wire
T00638,C0069,2025-03-15,555.39,mexico,bestbuy,wire
T00639,C0237,2024-10-31,627.35,us,walmart,wire
T00640,C0283,2024-09-05,947.33,us,ebay,online
T00641,C0431,2025-06-10,40.55,us,walmart,in-person
T00642,C0101,2025-07-03,777.45,us,unknown vendor,not recorded
T00643,C0373,2025-06-11,475.11,us,amazon,in-person
T00644,C0324,2024-10-20,793.5,us,ebay,wire
T00645,C0394,2024-08-11,255.13,uk,crypto exchange,in-person
T00646,C0134,2025-03-17,4424.16,uk,luxury retailer,wire
T00647,C0335,2024-11-22,1800.8,canada,bestbuy,online
T00648,C0457,2024/10/11,2273.27,canada,walmart,wire
T00649,C0069,2024/08/07,3113.42,us,ebay,wire
T00650,C0187,2024-11-27,1380.07,uk,ebay,in-person
T00651,C0351,2025-03-21,181.86,us,ebay,wire
T00652,C0082,2025-06-22,1540.52,us,crypto exchange,in-person
T00653,C0447,2025-03-15,1767.85,germany,walmart,wire
T00654,C0481,2024-09-08,2736.43,us,amazon,not recorded
T00655,C0119,2024-07-26,1130.07,us,bestbuy,online
T00656,C0343,2024-12-06,272.97,us,not recorded,wire
T00657,C0199,2025-03-05,667.52,us,not recorded,online
T00658,C0021,2024-11-01,902.23,germany,bestbuy,in-person
T00659,C0496,2025-04-13,2076.45,uk,walmart,in-person
T00660,C0135,2025-04-03,1691.56,uk,ebay,wire
T00661,C0335,2025-04-25,880.41,us,ebay,online
T00662,C0265,2024/10/04,8612.39,us,luxury retailer,online
T00663,C0265,2024-12-19,1861.67,us,walmart,wire
T00664,C0250,2025-03-17,541.59,canada,unknown vendor,online
T00665,C0257,2024-08-10,214.69,china,bestbuy,online
T00666,C0040,2025-04-05,331.78,uk,amazon,online
T00667,C0096,2024-08-11,564.61,us,ebay,online
T00668,C0339,2024-07-06,350.33,us,walmart,in-person
T00669,C0059,2024-09-26,412.98,us,bestbuy,online
T00670,C0303,2025-01-07,671.21,us,walmart,online
T00671,C0125,2024-08-05,380.8,us,ebay,online
T00672,C0069,2024.08.26,4541.5,mexico,amazon,in-person
T00673,C0076,2025-02-21,167.27,us,amazon,online
T00674,C0265,2024-10-01,1486.82,germany,ebay,in-person
T00675,C0327,2025/01/23,1056.61,us,walmart,in-person
T00676,C0421,2025-03-27,8077.28,us,amazon,wire
T00677,C0311,2024-12-25,237.65,germany,not recorded,online
T00678,C0113,2024-07-09,1014.52,russia,not recorded,in-person
T00679,C0421,2024-07-09,6978.12,canada,ebay,in-person
T00680,C0136,2025-04-02,4012.49,us,ebay,wire
T00681,C0306,2024-11-16,3397.33,uk,amazon,wire
T00682,C0068,2025-05-19,596.55,us,amazon,in-person
T00683,C0351,2024-08-21,374.8,us,amazon,online
T00684,C0091,2025-06-05,2209.12,us,ebay,online
T00685,C0450,2024-12-17,5300.77,canada,ebay,online
T00686,C0048,2025-04-01,1627.3,us,amazon,in-person
T00687,C0277,2024-08-26,1695.46,russia,unknown vendor,in-person
T00688,C0333,2025-01-07,656.95,us,bestbuy,online
T00689,C0358,2024-08-02,2934.95,uk,amazon,wire
T00690,C0405,2024-10-02,414.16,canada,bestbuy,in-person
T00691,C0465,2024-12-01,782.18,canada,ebay,online
T00692,C0218,2024-08-09,1108.29,us,bestbuy,online
T00693,C0466,2025-04-15,1416.97,china,amazon,in-person
T00694,C0210,2025-05-15,555.23,us,amazon,in-person
T00695,C0405,2024-08-14,243.97,us,ebay,in-person
T00696,C0004,2024-08-15,1886.4,us,amazon,wire
T00697,C0210,2024-11-04,681.13,us,amazon,in-person
T00698,C0300,2024-11-25,1740.91,us,unknown vendor,wire
T00699,C0290,2025-06-13,335.33,us,amazon,in-person
T00700,C0204,2024-10-30,1312.24,canada,bestbuy,in-person
T00701,C0248,2024-08-28,1521.09,us,ebay,wire
T00702,C0130,2024-12-01,106.43,germany,ebay,in-person
T00703,C0204,2025-05-02,820.77,canada,unknown vendor,in-person
T00704,C0061,2025-05-17,288.7,canada,bestbuy,in-person
T00705,C0487,2025-04-24,130.94,us,amazon,wire
T00706,C0403,2025-06-10,9202.4,us,ebay,in-person
T00707,C0351,2024-08-26,778.26,canada,amazon,in-person
T00708,C0003,2025-03-12,3320.14,russia,walmart,wire
T00709,C0475,2025-03-25,587.78,mexico,amazon,wire
T00710,C0114,2024-08-30,2288.28,us,ebay,in-person
T00711,C0197,2024-08-01,2856.13,brazil,bestbuy,in-person
T00712,C0267,2025-01-28,1810.89,us,luxury retailer,online
T00713,C0485,2025-02-09,1275.71,canada,amazon,wire
T00714,C0225,2024-07-09,1061.52,us,unknown vendor,in-person
T00715,C0147,2025-02-28,858.09,us,walmart,in-person
T00716,C0265,2025-03-15,5305.11,mexico,ebay,in-person
T00717,C0019,2024-09-07,3551.21,us,ebay,not recorded
T00718,C0045,2024-12-23,6706.35,germany,walmart,wire
T00719,C0343,2024-11-19,265.46,us,ebay,in-person
T00720,C0008,2025-04-12,2625.1,canada,amazon,online
T00721,C0282,2024-09-26,5572.25,us,walmart,in-person
T00722,C0179,2025-03-06,399.91,us,walmart,online
T00723,C0311,2025-04-22,137.62,germany,bestbuy,wire
T00724,C0295,2024-09-02,2702.79,us,amazon,in-person
T00725,C0055,2025-06-28,1708.85,uk,ebay,wire
T00726,C0485,2024-12-12,3688.15,us,ebay,wire
T00727,C0449,2025-03-02,301.12,uk,walmart,wire
T00728,C0356,2025-03-29,3172.1,us,bestbuy,wire
T00729,C0395,2024-12-24,450.36,us,not recorded,wire
T00730,C0349,2025-06-04,357.43,us,ebay,online
T00731,C0247,2024-09-28,358.89,us,amazon,in-person
T00732,C0404,2024-08-08,3370.21,germany,ebay,online
T00733,C0410,2025-06-19,2188.43,us,luxury retailer,in-person
T00734,C0275,2024-08-14,1480.75,us,walmart,online
T00735,C0148,2024-08-29,888.92,us,ebay,wire
T00736,C0039,2025-04-24,4194.41,uk,amazon,wire
T00737,C0182,2024-08-22,996.63,us,ebay,online
T00738,C0485,2025-02-19,3392.17,canada,crypto exchange,online
T00739,C0256,2025-04-15,1156.55,canada,amazon,online
T00740,C0447,2024-12-02,946.24,us,amazon,online
T00741,C0429,2024-11-19,1242.32,mexico,amazon,online
T00742,C0062,2024-12-19,717.29,brazil,ebay,in-person
T00743,C0253,2024-11-05,2753.55,mexico,walmart,in-person
T00744,C0491,2025-05-09,1397.21,us,bestbuy,in-person
T00745,C0162,2024-08-29,528.49,us,luxury retailer,in-person
T00746,C0445,2024-10-10,4596.68,us,amazon,in-person
T00747,C0144,2024/10/21,968.66,us,walmart,online
T00748,C0028,2025.03.13,1568.56,uk,not recorded,in-person
T00749,C0017,2024-08-07,4738.99,uk,not recorded,in-person
T00750,C0398,2024-10-10,1957.6,us,luxury retailer,in-person
T00751,C0266,2025-02-05,248.63,us,ebay,online
T00752,C0346,2025-02-24,5621.23,us,ebay,wire
T00753,C0186,2025-02-24,1976.15,mexico,amazon,in-person
T00754,C0135,2025-04-12,815.65,us,bestbuy,in-person
T00755,C0176,2025-02-26,299.95,us,bestbuy,online
T00756,C0215,2024-10-24,3160.0,canada,bestbuy,wire
T00757,C0144,2025-05-04,1935.55,us,ebay,in-person
T00758,C0352,2025-07-06,1524.83,us,amazon,wire
T00759,C0412,2025-03-31,4486.61,us,bestbuy,wire
T00760,C0101,2024-07-16,3107.98,us,luxury retailer,online
T00761,C0243,2025-05-31,328.98,russia,amazon,wire
T00762,C0069,2025-05-30,747.13,germany,walmart,in-person
T00763,C0274,2025-03-18,571.34,canada,walmart,wire
T00764,C0129,2025-06-11,272474.0,uk,ebay,wire
T00765,C0051,2024-10-31,68.22,mexico,amazon,wire
T00766,C0244,2024-09-23,1687.43,russia,amazon,in-person
T00767,C0172,2025-01-23,2874.83,us,bestbuy,in-person
T00768,C0478,2025-02-26,4187.33,russia,bestbuy,wire
T00769,C0063,2025-01-19,837.35,us,ebay,in-person
T00770,C0102,2024-09-17,3443.62,uk,ebay,in-person
T00771,C0090,2025-04-22,234.49,germany,amazon,wire
T00772,C0345,2024-12-05,3747.49,uk,walmart,wire
T00773,C0456,2024-10-28,272.76,us,ebay,wire
T00774,C0324,2025-03-13,1012.63,germany,unknown vendor,in-person
T00775,C0414,2024-07-27,3192.01,brazil,bestbuy,not recorded
T00776,C0293,2025-05-06,324.84,us,crypto exchange,online
T00777,C0083,2025.06.19,520.79,us,bestbuy,in-person
T00778,C0150,2025-05-10,2562.09,canada,ebay,wire
T00779,C0139,2024-10-06,2546.19,china,walmart,wire
T00780,C0383,2025-01-14,2049.69,uk,luxury retailer,wire
T00781,C0086,2024-12-02,2368.0,us,amazon,in-person
T00782,C0121,2024-08-18,1564.94,mexico,crypto exchange,in-person
T00783,C0384,2024-10-07,580.17,us,amazon,online
T00784,C0049,2025-01-16,848.37,us,unknown vendor,in-person
T00785,C0028,2025-03-10,400.8,us,bestbuy,online
T00786,C0054,2025-02-21,4781.75,us,amazon,in-person
T00787,C0477,2024-08-02,1751.22,china,bestbuy,online
T00788,C0378,2025-01-27,1024.49,us,ebay,online
T00789,C0270,2025/06/16,1239.82,russia,amazon,in-person
T00790,C0183,2024-07-10,5885.65,china,bestbuy,wire
T00791,C0240,2024-11-23,332.94,germany,ebay,wire
T00792,C0281,2025-07-03,1764.89,us,luxury retailer,in-person
T00793,C0277,2024-11-05,1409.99,us,ebay,in-person
T00794,C0384,2024-08-26,1890.69,mexico,ebay,in-person
T00795,C0328,2024-12-03,36.55,mexico,bestbuy,wire
T00796,C0247,2025-06-05,4113.39,uk,walmart,wire
T00797,C0158,2025-05-27,5379.98,us,amazon,wire
T00798,C0006,2025-02-11,1665.43,us,walmart,online
T00799,C0177,2024-12-16,2385.74,us,ebay,in-person
T00800,C0473,2024-11-24,5114.94,us,walmart,wire
T00801,C0005,2025-02-03,2456.79,canada,walmart,in-person
T00802,C0119,2025-03-28,331.02,canada,ebay,online
T00803,C0211,2024-09-11,1717.4,china,bestbuy,online
T00804,C0084,2025-04-28,1866.44,canada,ebay,wire
T00805,C0113,2025-01-04,1103.75,us,bestbuy,online
T00806,C0265,2025-05-01,2666.98,canada,crypto exchange,in-person
T00807,C0351,2024-08-03,5447.35,us,ebay,in-person
T00808,C0415,2024-07-12,5195.75,us,amazon,online
T00809,C0094,2025-02-19,1198.73,us,amazon,wire
T00810,C0317,2024-08-01,240.36,us,walmart,not recorded
T00811,C0097,2024-07-11,8378.35,us,amazon,in-person
T00812,C0012,2024-10-15,3651.44,us,amazon,wire
T00813,C0065,2024-09-27,266.29,canada,walmart,online
T00814,C0047,2024-07-21,5072.62,us,bestbuy,wire
T00815,C0216,2025-06-29,4078.85,us,walmart,wire
T00816,C0238,2024-07-29,1463.1,mexico,amazon,online
T00817,C0432,2025-05-08,1789.43,canada,amazon,wire
T00818,C0398,2024-12-07,1018.33,us,ebay,online
T00819,C0099,2025-01-18,112.64,china,amazon,wire
T00820,C0425,2024-10-25,816.53,us,luxury retailer,in-person
T00821,C0128,2025-03-07,3247.62,us,luxury retailer,online
T00822,C0378,2025-04-08,9.29,germany,amazon,in-person
T00823,C0395,2025-01-16,811.43,us,ebay,online
T00824,C0243,2025-04-29,1015.56,us,luxury retailer,wire
T00825,C0082,2024-12-14,1541.77,mexico,amazon,in-person
T00826,C0267,2024-12-17,5047.85,us,bestbuy,wire
T00827,C0102,2025/04/04,850.35,us,amazon,in-person
T00828,C0112,2024-12-09,852.21,germany,amazon,wire
T00829,C0167,2024-08-07,2675.02,us,walmart,in-person
T00830,C0062,2025-03-11,1203.76,us,amazon,online
T00831,C0298,2025-01-30,508.76,canada,bestbuy,in-person
T00832,C0080,2025-01-30,1204.56,us,not recorded,online
T00833,C0256,2025-03-02,303.64,us,ebay,in-person
T00834,C0031,2024-09-03,388.11,us,ebay,in-person
T00835,C0275,2024-10-21,1379.78,canada,amazon,online
T00836,C0163,2024-08-07,1085.75,germany,walmart,wire
T00837,C0413,2024-11-03,4926.59,china,walmart,online
T00838,C0353,2024-08-05,900.07,us,walmart,wire
T00839,C0461,2025-01-20,1737.8,us,walmart,in-person
T00840,C0151,2025-06-28,2000.78,uk,bestbuy,in-person
T00841,C0096,2024-09-22,26.36,uk,bestbuy,wire
T00842,C0141,2025-05-15,2178.54,china,ebay,in-person
T00843,C0083,2024-09-04,392.12,us,amazon,wire
T00844,C0420,2025-01-30,6492.0,us,bestbuy,online
T00845,C0398,2024-11-09,321.89,mexico,bestbuy,not recorded
T00846,C0453,2024-12-04,1071.0,us,unknown vendor,in-person
T00847,C0123,2025-02-18,178.43,us,amazon,in-person
T00848,C0420,2025-03-09,11536.16,us,ebay,wire
T00849,C0393,2025-04-28,1395.09,uk,ebay,wire
T00850,C0210,2025-05-26,1809.64,mexico,amazon,in-person
T00851,C0338,2025-03-15,138.86,us,walmart,online
T00852,C0092,2025/03/27,2772.27,china,amazon,wire
T00853,C0099,2025-03-12,471.21,us,ebay,wire
T00854,C0337,2024-07-31,4566.63,us,ebay,in-person
T00855,C0132,2024-11-03,459.18,us,amazon,in-person
T00856,C0037,2025-04-03,423.14,us,crypto exchange,in-person
T00857,C0252,2024-12-22,74.47,brazil,walmart,wire
T00858,C0411,2025-04-15,1277.57,mexico,bestbuy,in-person
T00859,C0481,2025-05-30,1664.09,china,walmart,not recorded
T00860,C0030,2024-10-06,135.93,russia,amazon,online
T00861,C0376,2024.07.28,2988.01,us,bestbuy,online
T00862,C0492,2024-10-08,1207.67,uk,amazon,online
T00863,C0273,2024-08-08,1486.32,us,amazon,in-person
T00864,C0128,2025-06-30,1162.36,uk,crypto exchange,in-person
T00865,C0384,2024-12-21,1024.2,uk,walmart,in-person
T00866,C0296,2024-08-20,1640.33,us,bestbuy,in-person
T00867,C0219,2024-12-29,337.41,china,amazon,online
T00868,C0282,2025-02-28,401.61,us,bestbuy,online
T00869,C0274,2025-02-27,3957.9,germany,bestbuy,wire
T00870,C0463,2024-07-27,5841.82,us,luxury retailer,wire
T00871,C0433,2024-11-03,934.6,us,walmart,wire
T00872,C0423,2025/03/21,631.46,canada,ebay,in-person
T00873,C0280,2025-04-20,2065.65,us,walmart,in-person
T00874,C0131,2025-03-18,1050.98,us,bestbuy,wire
T00875,C0001,2025-04-19,51.43,canada,luxury retailer,in-person
T00876,C0009,2024-09-12,339.57,uk,luxury retailer,wire
T00877,C0004,2024-08-21,2517.37,us,amazon,wire
T00878,C0012,2024-07-10,2151.3,canada,crypto exchange,wire
T00879,C0471,2025-04-06,54.94,uk,ebay,not recorded
T00880,C0080,2024-08-28,501.99,us,bestbuy,online
T00881,C0071,2025-04-04,525.52,us,unknown vendor,online
T00882,C0120,2024-07-10,2228.83,us,bestbuy,in-person
T00883,C0205,2024-09-07,39.81,uk,amazon,online
T00884,C0371,2025-01-14,219.87,us,bestbuy,wire
T00885,C0423,2024-11-17,3218.04,china,walmart,online
T00886,C0305,2025-01-25,393.36,mexico,amazon,in-person
T00887,C0196,2025-01-22,2115.4,us,amazon,wire
T00888,C0179,2025-05-06,54410.0,china,bestbuy,online
T00889,C0446,2025-05-21,209.48,canada,walmart,in-person
T00890,C0476,2025-04-11,557.24,us,walmart,wire
T00891,C0028,2024-10-14,2562.19,us,amazon,in-person
T00892,C0290,2024-09-08,3871.67,us,ebay,online
T00893,C0079,2024-11-27,3546.5,us,walmart,wire
T00894,C0498,2024-08-24,1012.28,us,ebay,in-person
T00895,C0047,2025-04-23,2205.75,us,amazon,wire
T00896,C0076,2025-05-05,458.79,us,amazon,in-person
T00897,C0382,2025-06-10,693.87,us,bestbuy,online
T00898,C0205,2024-10-18,4533.2,uk,walmart,online
T00899,C0391,2025-04-16,26.17,us,ebay,wire
T00900,C0203,2025-06-15,178.77,mexico,amazon,in-person
T00901,C0377,2024-08-20,466.1,uk,amazon,wire
T00902,C0398,2025-05-01,53.78,us,ebay,in-person
T00903,C0046,2025-06-20,400.41,us,bestbuy,wire
T00904,C0179,2024-07-17,1749.54,us,bestbuy,in-person
T00905,C0013,2024-11-13,1094.37,canada,amazon,wire
T00906,C0316,2025-05-15,4463.73,russia,walmart,in-person
T00907,C0075,2024-12-19,3401.39,us,crypto exchange,online
T00908,C0103,2024-10-19,836.55,mexico,amazon,in-person
T00909,C0437,2025-01-25,600.65,us,walmart,online
T00910,C0486,2024-07-30,955.08,mexico,amazon,wire
T00911,C0008,2024-10-16,1784.64,us,walmart,wire
T00912,C0231,2025-04-08,624.12,us,bestbuy,in-person
T00913,C0276,2025-02-14,1957.12,us,ebay,wire
T00914,C0281,2025-03-06,1053.27,us,walmart,online
T00915,C0356,2024-08-04,1606.13,mexico,amazon,in-person
T00916,C0464,2025-01-14,1145.85,mexico,amazon,online
T00917,C0031,2024-12-29,697.6,us,walmart,in-person
T00918,C0139,2025-01-20,5930.53,us,ebay,online
T00919,C0035,2024-11-22,2884.51,us,amazon,in-person
T00920,C0185,2024-07-27,301.91,china,amazon,in-person
T00921,C0198,2025-01-16,4057.01,us,bestbuy,in-person
T00922,C0051,2025-06-04,1336.64,brazil,bestbuy,in-person
T00923,C0273,2025-02-11,4499.08,us,amazon,wire
T00924,C0288,2024-09-08,3217.43,brazil,amazon,online
T00925,C0473,2024-11-25,1107.51,uk,bestbuy,wire
T00926,C0382,2024-09-05,45.45,us,bestbuy,wire
T00927,C0182,2024-10-13,625.8,mexico,amazon,in-person
T00928,C0142,2025-05-02,1560.18,russia,ebay,wire
